price,size,premium,premium*size,price*size,average,adjusted_size,weighted_price,weighted_average_premium,count,WAP_buy,WAP_sell
41.901428571428575,50.96,0.006376573606075179,0.02862716784576288,2139.22435,41.63602142857143,-2.1599999999999975,41.97849980376766,0.0005617576107881256,14,42.20849180327868,41.767211972891566
41.46,24.11,-0.012974645875490909,-0.3128187120580858,999.6006,42.004999999999995,24.11,41.46,-0.012974645875490909,1,41.46,
41.45666666666667,2207.09,-0.0023532979814330688,-0.5262892394768994,91710.72725,41.555828472222224,1680.75,41.55278092420336,-0.0002384539096624512,36,41.543401348820936,41.62206368507049
40.77777777777778,113.56,0.00023186986044996003,0.021897782310073336,4630.09615,40.76829444444444,-42.34,40.77224506868616,0.00019283006613308678,9,40.760561639988765,40.77758242463118
41.17,24.240000000000002,0.0025405232767200525,0.006780595376344411,1000.0195000000001,41.066,24.22,41.2549298679868,0.00027972753202740966,2,41.255,41.085
42.96875,57.92,-0.0005247317609051727,0.0018993153798591862,2494.1003,42.99125,52.28,43.061123964088395,3.279204730419866e-05,4,43.06450816696915,42.995
43.727,98.99000000000001,-0.009246644559295547,-0.1425709385215044,4304.6061,44.13511749999999,38.93,43.485262147691685,-0.0014402559705172682,10,43.142546403712295,44.2722644022644
44.403999999999996,50.06,0.008064928062657906,0.1241162348534302,2232.41625,44.04875,50.0,44.594811226528165,0.0024793494776953694,5,44.59500299820108,44.275
44.835,648.52,0.017849541700956355,0.8966673288118326,29040.460250000004,44.048750000000005,648.52,44.779590837599464,0.0013826363547952765,12,44.77959083759946,
44.518125,1411.6200000000001,0.011899419575395781,0.32278613030719744,62529.4195,43.993867968749996,-496.6,44.296212507615365,0.00022866361365466443,32,44.992168367904526,43.96249127459098
43.715,22.83,0.001411115743561897,0.03221577242551811,998.01345,43.6534,22.83,43.715,0.0014111157435618973,1,43.715,
43.397499999999994,24.13,-0.0058620863437899295,-0.015959146366605993,1051.9632,43.6534,-21.49,43.59565685868213,-0.0006613819463989222,2,43.175,43.62
44.43833333333333,101.94999999999999,0.007366044042206532,0.18136223889100214,4526.0759,44.1167,92.00999999999999,44.3950554193232,0.0017789331916724096,3,44.39428954423594,44.41
44.457499999999996,12.969999999999999,0.018788842649458237,0.13255344015252948,577.5483,43.6376,12.89,44.529552814186594,0.010220003095800269,2,44.53000000000001,44.385
43.955,0.02,0.007273543916255676,0.00014547087832511352,0.8791,43.6376,-0.02,43.955,0.007273543916255676,1,,43.955
44.56,60.27,0.021137734430857796,0.42504245574153193,2685.68165,43.6376,60.27,44.56083706653393,0.007052305554032386,3,44.56083706653392,
43.6625,5.06,-0.0037389069008374465,-0.010280259367811167,219.92785,43.8263,-4.96,43.46400197628459,-0.0020316718118203888,2,43.865,43.46
44.115,6.77,0.02730395296035404,0.18484776154159682,298.65855,42.942499999999995,-6.77,44.115,0.02730395296035404,1,,44.115
43.9825,48.8,0.02421843162368298,0.2954197473365565,2146.33825,42.942499999999995,-0.09999999999999964,43.982341188524586,0.006053683347060585,4,44.06,43.905
41.849545454545456,96.96,0.0039308913394955755,0.03742519308221475,4089.17765,41.68263409090909,-89.97999999999999,42.17386190181519,0.0003859859022505647,11,41.11530085959886,42.21338664812239
40.964285714285715,85.31,-0.0063034867278140005,-0.08055736370536447,3485.9741,41.225,85.31,40.86243230570859,-0.0009442898101672075,7,40.862432305708595,
41.625,15.47,-0.008840075006696924,-0.04558532011786714,643.93875,41.996249999999996,-15.47,41.625,-0.0029466916688989744,3,,41.625
41.6,512.35,-0.009435366252939155,-0.7332980835873878,21301.208300000002,41.996249999999996,-275.99,41.575501707816926,-0.0014312444297597106,7,41.53228972753427,41.58845751832965
41.931666666666665,10.77,0.012079412547163493,0.09899765292283745,450.2709,41.44208333333333,10.77,41.80788300835655,0.009191982629789921,3,41.80788300835655,
40.08083333333334,17.009999999999998,0.0028507171385082817,0.051900884021362136,697.6297,39.966249999999995,-12.03,41.01291593180482,0.0030511983551653227,6,39.583614457831324,41.258023415977966
41.17323529411765,11.66,-0.00034349382222257296,0.0004968460911655755,480.5125,41.18705882352941,3.7000000000000006,41.21033447684391,4.2611157046790356e-05,17,41.028437499999995,41.561331658291465
40.4032,1872.61,0.0004345055869322278,-0.030021089201546395,77011.45730000001,40.38625,-105.40999999999998,41.12519814590332,-1.6031682625611523e-05,25,41.10333997283839,41.144726645837764
40.88363636363636,2333.0,-0.005892663407197962,-1.2879556120094124,95266.57400000001,41.12486363636364,-307.9800000000001,40.834365195027864,-0.0005520598422672149,11,40.959836446059796,40.73815780505721
41.415,9.66,-0.0025289017341041387,-0.01221459537572299,400.0689,41.52,-9.66,41.415,-0.0012644508670520693,2,,41.415
41.643750000000004,2614.0,0.01395153294573113,2.7211689290554317,108783.11305,41.08145833333333,1.259999999999934,41.615575,0.0010409980600824145,12,41.79412689369316,41.436850892166845
41.235,0.48,0.01896583678260355,0.009103601655649704,19.7928,40.467499999999994,0.48,41.235,0.01896583678260355,1,41.235,
40.5,0.01,0.0008031136096868785,8.031136096868785e-06,0.405,40.467499999999994,-0.01,40.5,0.0008031136096868785,1,,40.5
42.015,0.88,0.03408811223234087,0.009999179588153322,36.9732,40.629999999999995,0.88,42.015,0.011362704077446956,3,42.015,
42.015,30.0,0.03408811223234087,1.0226433669702262,1260.45,40.629999999999995,30.0,42.015,0.03408811223234087,1,42.015,
40.135384615384616,21.15,0.0014640960278348586,0.0013278515004978206,843.46295,40.076405769230774,20.97,39.880044917257685,6.278257685568892e-05,13,39.87886277302944,40.15666666666667
41.31,0.74,-0.0012088974854931323,-0.0008945841392649179,30.5694,41.36,-0.74,41.31,-0.0012088974854931323,1,,41.31
40.510000000000005,0.02,0.00215443712596991,2.1544371259699103e-05,0.8102,40.421875,0.0,40.51,0.001077218562984955,2,41.02,40.0
40.755,2.4,-0.0017757638846365165,-0.00426183332312764,97.812,40.8275,2.4,40.755,-0.0017757638846365167,1,40.755,
40.571666666666665,14.450000000000001,-0.008322909582131407,-0.026963275601945374,587.8715500000001,40.912175000000005,5.55,40.68315224913495,-0.0018659706298924132,3,40.78,40.465516853932584
40.465,60.22,-0.010930120434809454,-0.6582118525842253,2436.8023000000003,40.912175000000005,-60.22,40.465,-0.010930120434809454,1,,40.465
40.965,0.1,0.001291180437119177,0.00012911804371191772,4.096500000000001,40.912175000000005,-0.1,40.965,0.001291180437119177,1,,40.965
41.153333333333336,10.48,-0.0037119803232857538,-0.03242509619458868,428.88320000000004,41.306666666666665,-9.52,40.92396946564886,-0.003093997728491286,3,41.34,40.904
42.686875,39.88,-0.0013404464687058748,-0.004529629149906827,1707.0124999999998,42.7441125,-5.559999999999999,42.80372367101303,-0.00011358147316717217,8,42.332010489510495,43.16
42.82,300.0,-0.010514153668399917,-0.7885615251299938,12846.0,43.275000000000006,300.0,42.82,-0.0026285384170999793,4,42.82,
43.315,4.62,0.0009243212016174507,0.004270363951472622,200.1153,43.275000000000006,4.62,43.315,0.0009243212016174507,1,43.315,
42.985,0.86,0.012603062426383982,0.010838633686690224,36.9671,42.45,-0.86,42.98500000000001,0.012603062426383982,1,,42.98500000000001
43.162499999999994,1.65,0.016784452296819685,0.013094817432273165,71.15424999999999,42.45,-0.35,43.12378787878787,0.007936252989256464,2,43.345,42.98
43.4775,0.05,0.02420494699646636,0.000597173144876323,2.1732,42.45,0.05,43.464,0.011943462897526458,2,43.464,
42.535,120.55,0.007911261140048587,0.5339345264339634,5127.286,42.2025,120.55,42.53244296972211,0.004429154097336901,2,42.53244296972211,
41.528888888888886,214.24,-0.01015638448602332,-0.09619354069836596,8952.117,41.955,122.6,41.785460231516055,-0.0004489989763740009,9,41.55970431065194,42.6152684417285
42.183,351.19,-0.007400435319724763,-0.6296802164833293,14790.89785,42.4975,-318.29,42.11651200205017,-0.0017929901662442817,5,42.515,42.09692925852901
42.61333333333334,93.86,0.026703610006826455,0.8366249046299655,3999.83165,41.505,93.86,42.61486948646921,0.008913540428616721,3,42.61486948646921,
41.7,2.39,0.004698229129020515,0.011228767618359031,99.66300000000001,41.505,-2.39,41.7,0.004698229129020515,1,,41.7
42.6,93.8,-0.04377104377104368,-2.0528619528619485,3995.88,44.55,93.8,42.6,-0.02188552188552184,2,42.6,
42.9875,13.22,-0.035072951739618385,-0.23946408529741864,567.6147500000001,44.55,-10.88,42.93606278366112,-0.01811377347181684,2,43.05,42.925
44.1875,5.0600000000000005,-0.0057022108195177446,-0.0033137401824354616,222.6675,44.44125,5.0600000000000005,44.00543478260869,-0.0006548893641176801,4,44.005434782608695,
44.29,3.77,-0.003038829487900907,-0.01145638716938642,166.9733,44.425,3.77,44.29,-0.003038829487900907,1,44.29,
43.435,0.81,-0.022284749577940244,-0.018050647158131598,35.18235000000001,44.425,0.81,43.435,-0.022284749577940244,1,43.435,
44.817499999999995,25.52,0.0001067148432002396,0.007738526882226379,1136.7896,44.81312499999999,-19.400000000000002,44.545047021943574,0.00030323381199946623,6,44.802287581699346,44.51
45.362,121.0,-0.0002340057634480086,0.03311179669192396,5497.82425,45.37262,-119.85999999999999,45.43656404958677,0.0002736512123299501,5,45.415,45.43666611309475
44.1775,1.1400000000000001,0.00327025742192244,0.00045798082463681,50.199999999999996,44.033437500000005,-1.1400000000000001,44.03508771929824,0.00040173756547088593,8,,44.03508771929825
44.6075,56.5,-0.0039077764751856425,-0.11194774744599043,2520.1846499999997,44.7825,56.5,44.60503805309734,-0.001981376060990981,2,44.60503805309734,
44.61,2344.67,-0.0038519510969686438,-1.2769853498257293,104599.8781,44.78249999999999,2344.67,44.61176971599415,-0.0005446332958692393,7,44.61176971599416,
44.68535714285714,2348.96,-1.7619962127298932e-05,-0.12190994328287756,105061.1324,44.68616071428572,-2153.56,44.72665877665009,-5.189953991676212e-05,14,44.85,44.72130602418201
44.29583333333333,2.8000000000000003,0.001136485239263944,-0.0006303261778819463,124.6822,44.246874999999996,1.44,44.52935714285714,-0.0002251164921006951,6,44.64301886792453,44.175
45.345,55.13,0.04091822094691522,2.255821520803436,2499.86985,43.5625,55.13,45.345,0.04091822094691522,1,45.345,
43.485,0.01,-0.0017790530846485408,-1.779053084648541e-05,0.43485,43.5625,0.01,43.485,-0.0017790530846485408,1,43.485,
43.907,4.619999999999999,-0.027584297657936886,-0.026063451636121893,202.72039999999998,45.152499999999996,-2.28,43.87887445887446,-0.005641439748078333,5,44.08205128205128,43.80997101449275
45.33833333333333,231.1,0.0006846658754020666,0.014060269435800639,10471.3032,45.307331250000004,210.52,45.31070186066638,6.0840629319777754e-05,12,45.308870522168384,45.35
44.63363636363636,98.41,0.0033333046613068292,0.043203031615093854,4411.5741499999995,44.48805909090909,-59.17,44.8285148866985,0.00043901058444359165,11,44.691516309887874,44.8626297753522
43.735,600.75,0.007603395589064033,0.5373668832127974,26172.36605,43.404999999999994,600.73,43.566152392842284,0.0008944933553271699,4,43.56614142557513,44.225
42.12214285714286,500.12,-0.004122591479294343,-0.2231092829021645,21071.566,42.29642857142857,-499.88000000000005,42.13302007518195,-0.0004461114990445583,7,42.427083333333336,42.1329495
43.065625,120.00000000000001,-0.0013673034564813807,0.0443651348020454,5089.391350000001,43.125475,118.00000000000001,42.41159458333333,0.00036970945668371165,8,42.401860084033615,43.57
43.76,50.18,-0.011575476636442686,-0.289327590111008,2183.16505,44.27247499999999,-49.74,43.50667696293344,-0.005765794940434596,3,43.8875,43.505
44.2071052631579,3239.35,-0.004180160758422676,-1.0405987258791882,142538.90745,44.39217105263157,3238.91,44.00231757914396,-0.0003212368919317728,19,44.00226526876044,44.7725
45.0,5.67,-0.002383195699163121,0.001873025550074803,255.92849999999999,45.1075,5.67,45.137301587301586,0.00033033960318779596,2,45.137301587301586,
45.205,22.14,-0.026226506543163386,-0.5806548548656374,1000.8387,46.4225,22.14,45.205,-0.026226506543163386,1,45.205,
45.849999999999994,0.16,-0.01233238192686742,-0.0010189024718617106,7.332999999999999,46.4225,-0.06,45.83125,-0.006368140449135692,2,45.9,45.8
45.695,2.43,-0.01567128009047336,-0.038081210619850266,111.03885000000001,46.4225,2.43,45.695,-0.01567128009047336,1,45.695,
45.59,10.209999999999999,-0.017933114330335398,-0.010172060961818023,465.47390000000007,46.4225,10.209999999999999,45.59000000000001,-0.0009962841294630777,18,45.59,
45.582499999999996,3.01,-0.018094673918897075,-0.02731299477624,137.19585,46.4225,3.01,45.58001661129569,-0.009074084643269104,2,45.58001661129569,
46.53055555555556,3.63,-0.0034929911302720162,-0.0024315107420345896,168.17235,46.69375,1.23,46.32847107438017,-0.0006698376699819807,9,46.33018518518518,46.325
46.915416666666665,2.05,-0.0004185681062279974,-0.0003627142666367146,95.8169,46.934947916666665,1.85,46.7399512195122,-0.00017693378860327542,12,46.72764102564102,46.97999999999999
46.83375,31.62,0.0008740520344668462,0.006481010157159335,1479.9201,46.792965625,-29.599999999999998,46.80329222011385,0.0002049655331169935,8,46.96465346534654,46.797967984318845
47.29875,51.68,-0.00010578189564719453,0.0028525828806592866,2445.5005,47.30375,51.68,47.320056114551086,5.519703716445988e-05,4,47.320056114551086,
47.445,20.1,-0.0010001579196716737,-0.006701058061800214,953.6445,47.49250000000001,20.1,47.44499999999999,-0.0003333859732238912,3,47.44499999999999,
47.4525,10.0,-0.0008422382481445556,-0.004211191240722778,474.525,47.49250000000001,10.0,47.4525,-0.0004211191240722778,2,47.4525,
47.2975,743.5999999999999,-0.0016153729939215183,-0.3119337905312489,35177.069749999995,47.374218750000004,0.15999999999996817,47.30644129908553,-0.0004194913804885005,8,47.3594523771109,47.253407403421924
47.389375,55.42,-0.0022338724314016345,-0.03913095499771854,2606.9631000000004,47.495275,47.46,47.040113677372794,-0.0007060800252204716,8,46.98903382581649,47.70030150753769
47.94567567567567,57.59,0.0014246117342762094,0.00023537850457996191,2757.6431000000002,47.877429391891894,-3.850000000000001,47.88406146900504,4.0871419444341365e-06,74,48.02037402307403,47.764832356770825
47.4821,92.86,0.00012622848283175614,-0.002545245201971259,4439.89995,47.476485499999995,79.42,47.812835989661856,-2.7409489575395853e-05,50,47.875950197353134,47.00380952380953
48.01157894736842,11.56,-0.0015497294870762182,-0.0026938901541247494,554.45295,48.086915789473686,-6.220000000000001,47.963057958477506,-0.00023303548046061846,19,48.07258426966293,47.93016310461193
47.9,0.51,-0.012320222691891258,-0.006283313572864542,24.429,48.497499999999995,-0.51,47.9,-0.012320222691891258,1,,47.9
48.465,21.830000000000002,-0.0002575537607470979,0.004324566399376981,1058.2875,48.47749999999999,21.830000000000002,48.478584516720105,0.0001981019880612451,2,48.478584516720105,
48.96642857142857,10.9,0.0016595202871694248,0.0003189180456618525,530.7746999999999,48.885260714285714,10.32,48.69492660550458,2.925853629925252e-05,7,48.687346842601315,48.97224137931034
49.041818181818186,56.949999999999996,0.00035378799885433696,0.0005347480888621303,2792.7647500000003,49.024615909090905,-43.150000000000006,49.03888937664619,9.389782069572086e-06,11,49.00398550724638,49.0437012987013
48.22642857142857,27.810000000000002,-8.072017917004097e-05,-0.0010091854401594541,1330.7401499999999,48.23057023809523,-21.03,47.85113807982739,-3.6288581091674e-05,21,48.164646017699106,47.8076167076167
48.146428571428565,15.03,-0.0029742636671512635,-0.004433073488476591,723.2269,48.28973214285714,-13.53,48.11888888888889,-0.0002949483358933194,14,48.489599999999996,48.099418767507004
48.91,26.45,-0.00032056867577877254,0.002854458775549076,1290.3683999999998,48.92664666666667,10.37,48.785194706994325,0.00010791904633455865,15,48.78566268332428,48.78412313432836
49.364375,382.71,-0.0009896980117529014,-0.00911061839522942,18887.5125,49.4133375,152.13000000000002,49.35202241906405,-2.380554047511019e-05,8,49.428440842121006,49.17476667534044
49.87714285714286,68.19,-0.0016683022584609297,0.004930378277362713,3390.5803499999997,49.96098392857142,-61.050000000000004,49.72254509458865,7.230353831005592e-05,14,49.78925770308123,49.71885948622717
49.765,41.43,0.0005994303752524383,0.018023571910342186,2068.5082,49.73511875,41.31,49.927786628047315,0.00043503673450017344,8,49.92818709209571,49.651666666666664
50.063235294117646,75.28999999999999,0.0006001645353006904,0.0002792068482666935,3759.5793,50.03319705882353,-3.710000000000001,49.93464337893479,3.7084187576928345e-06,17,50.08396619167365,49.79934556962025
50.4025,0.76,0.010348542935177396,0.0022691623443333304,38.36635,49.886250000000004,0.26,50.4820394736842,0.0029857399267543823,4,50.635,50.17
50.17,1.33,0.005687940063644703,0.007564960284647456,66.7261,49.886250000000004,-1.33,50.17,0.005687940063644703,1,,50.17
49.76416666666666,37.55,-0.0003033894453908596,-0.004428723533283225,1866.6052,49.7793,-24.33,49.70985885486019,-0.00011794203816999268,6,49.81974281391831,49.68638332255979
49.60590909090909,17.15,-0.006785186210253571,-0.008029910618701354,851.7002,49.94529090909091,0.9899999999999993,49.66181924198251,-0.00046821636260649293,11,49.85272326350607,49.44752475247525
50.007,27.05,-0.0007833843721202216,0.0017614292434187434,1353.5030000000002,50.04664666666667,0.6899999999999997,50.03707948243993,6.511753210420493e-05,15,50.1173612112473,49.952594840667686
50.699629629629634,48.31,-0.003699138498625144,-0.004658257953401162,2447.1514,50.888924074074076,-4.9300000000000015,50.65517284206169,-9.642430042229686e-05,27,50.6171991701245,50.68611382419234
50.96204545454545,75.56,0.005014578360492839,0.012086700480185397,3842.1703500000003,50.70766136363636,59.78,50.84926349920593,0.00015996162625973263,22,50.85634032806266,50.788567807351086
50.7525,48.45,-0.009417390455743135,-0.22800722162584142,2458.97185,51.235,-48.45,50.7527729618163,-0.004706031406106118,2,,50.7527729618163
51.085,0.09,-0.0029276861520445285,-0.00026349175368400754,4.59765,51.235,0.09,51.085,-0.0029276861520445285,1,51.085,
51.06,145.87,-0.0034156338440519407,-0.17305796818581087,7438.18295,51.235,145.87,50.9918622746281,-0.0011863849193515519,4,50.99186227462809,
50.677372881355936,4506.55,0.0028713327585008935,0.30055142909989757,231623.03035000002,50.53136059322034,-170.83000000000007,51.396973372091736,6.669213236287128e-05,59,51.70124240033952,51.114929725615625
49.38952830188679,442.05,0.0022326575618058894,0.023359296102021754,21751.81075,49.278899528301885,393.75,49.20667514986992,5.28431084764659e-05,53,49.205736420196224,49.22291925465838
48.77409090909091,10.86,0.0014872682295607453,0.001900972489322056,532.6274999999999,48.70342840909091,10.5,49.04488950276243,0.00017504350730405675,22,49.05317883895132,48.55305555555557
50.105333333333334,12.459999999999999,-0.0025898295194730562,-0.003603566275381508,623.10575,50.23524333333333,11.879999999999999,50.00848715890851,-0.00028921077651536983,15,49.998562037797875,50.425
50.4,0.09,0.009918845807033394,0.0008926961226330054,4.536,49.905,-0.09,50.4,0.009918845807033394,1,,50.4
49.92120689655172,1118.03,6.111528755985571e-06,0.017692229172603848,55714.7038,49.92108448275862,1091.11,49.83292380347576,1.5824467297482044e-05,29,49.832297092986416,49.88435364041605
50.75619047619047,165.52,-0.000877615150470013,-0.03911196777659498,8352.8257,50.800714285714285,145.74,50.46414753504108,-0.00023629753369136647,21,50.43235526569426,50.96443377148635
50.387368421052635,21.439999999999998,0.0015062934647714003,0.0007897201200744265,1082.66085,50.31144407894737,-12.679999999999998,50.49724113805971,3.683396082436691e-05,38,50.799394977168966,50.41966588511137
49.30105504587156,649.22,0.0018238406474516465,-0.005984809095065244,32046.372099999997,49.211776376146794,-629.34,49.36134453652074,-9.218460760705528e-06,109,49.45639336016098,49.359866646852716
49.2060447761194,11.32,5.03490877290679e-06,0.0004081811094826238,558.6280999999999,49.20596343283582,-10.14,49.348772084805645,3.6058401897758284e-05,67,49.30745762711864,49.35104380242312
49.04,0.01,0.008431009664815914,8.431009664815915e-05,0.4904,48.63,-0.01,49.04,0.008431009664815914,1,,49.04
46.95575,1317.57,0.002933994495613207,0.04357233945579352,60535.1726,46.816793125,-257.36999999999995,45.94455899876287,3.3070227354746635e-05,40,45.874524052065645,45.99170431889468
45.95485714285714,25.84,0.0028743968369434507,0.002706781084205628,1181.0499,45.82357142857143,-9.280000000000001,45.70626547987616,0.00010475158994603823,35,46.28498188405797,45.43338553530753
47.397380952380956,386.45,-0.0033822120041760518,-0.0008729931408589467,18344.1104,47.556621428571425,379.59,47.468263423470056,-2.2590067042539698e-06,42,47.470969662158645,47.166064139941696
49.01915094339623,210.19,0.0002792263942953483,9.169672979281518e-05,10339.65075,49.00578490566038,99.11,49.19192516294781,4.362563860926551e-07,53,49.22340898803749,49.1042590925459
49.314375000000005,42.66,0.002168566797003571,0.003616433075685854,2106.62525,49.20847708333333,41.94,49.38174519456165,8.477339605452073e-05,24,49.382542553191485,49.28805555555556
49.435,9.53,0.01384331419196072,0.13192678424938567,471.11555,48.76,-9.53,49.435,0.013843314191960722,1,,49.435
49.5325,1.0,0.015842904019688242,0.007946575061525815,49.534949999999995,48.76,-0.98,49.534949999999995,0.007946575061525815,2,49.53,49.535
49.287901234567904,42.47,0.0008378854163798467,0.0005442862057651437,2098.84975,49.248024074074074,4.290000000000001,49.41958441252649,1.2815780686723421e-05,81,49.5543990590248,49.25447354635932
49.408166666666666,79.64,0.00028463308980098225,-0.0027097253074301235,3938.5908999999997,49.394241666666666,-72.08,49.45493345052737,-3.402467739113666e-05,30,49.40058201058201,49.457641708410215
49.70890625,40.98,0.0007910775122655297,0.0012726107373394792,2037.3822,49.670078125,-12.599999999999998,49.716500732064425,3.105443478134405e-05,32,49.65720225510923,49.74790966778647
50.27170454545455,95.64,-5.7544741752586406e-05,0.006047593857119899,4810.2138,50.27473693181818,-81.88,50.295,6.323289269259619e-05,44,50.231104651162795,50.29995268138799
50.67711111111111,456.01,-0.0006820187693098865,-0.009168049872673861,23121.126099999998,50.711708888888886,-227.87,50.70311199315804,-2.0104931630170086e-05,45,50.75343692469534,50.68632377025208
50.71941176470588,2.4699999999999998,0.007937435705601655,0.0016918778640231708,125.73769999999999,50.32000000000001,1.5699999999999998,50.90595141700405,0.0006849707951510814,17,50.97059405940595,50.615777777777765
50.744166666666665,301.22,0.008429385267620418,0.18415639904610304,15324.191900000002,50.32000000000001,298.84000000000003,50.87375307084523,0.0006113684318640961,18,50.8749798353498,50.564453781512604
49.548761061946905,128.47,0.0009303955046934825,0.0011980840663380476,6430.3715,49.50272146017699,-67.13000000000001,50.053487195454196,9.325788638110435e-06,113,49.98957450277143,50.07353016359917
