day,price,size,premium,premium*size,price*size,average,adjusted_size,weighted_price,weighted_average_premium,count,WAP_buy,WAP_sell
2021-09-05,43.38125,14.659999999999998,0.005038950508239132,0.005609017983840854,635.68585,43.16374999999999,0.6799999999999995,43.36192701227831,0.0003826069566057882,12,43.65964797913949,43.03524320457797
2021-09-06,43.70607142857143,64.25,0.012564279715535294,0.06993957810166532,2815.5349,43.16374999999999,-13.709999999999997,43.82155486381323,0.001088553744773001,14,43.86584091808468,43.79284504874295
2021-09-07,42.45426229508197,823.21,-0.0005252513837254165,-0.04427050738704769,34755.8595,42.475075000000004,666.23,42.21991897571701,-5.377790282801192e-05,61,42.179656448061,42.60193336730794
2021-09-08,40.26580882352941,177.51999999999998,-0.0397977551430265,-0.06634195002023296,7246.3952,41.94438713235294,-0.6400000000000002,40.820162235241106,-0.0003737153561301993,68,41.385793193125274,40.25859508307139
2021-09-09,41.1675,2.85,-0.012861040953804248,-0.01631185509573033,115.31325000000001,41.702431250000004,2.45,40.460789473684216,-0.005723457928326432,4,40.41405660377359,41.07999999999999
2021-09-10,41.84633333333333,150.37,0.011753399445558003,0.041810573011870335,6256.12745,41.357907499999996,-46.089999999999996,41.604890935691955,0.0002780512935550331,30,42.0280111238972,41.38030082459534
2021-09-11,41.335,12.45,0.007433585181574405,0.022774189617353027,516.43005,41.03,5.91,41.48032530120483,0.0018292521781006449,6,41.48464596949892,41.468195718654435
2021-09-12,41.415,2.2,0.009383378016085686,0.02064343163538851,91.113,41.03,2.2,41.415,0.009383378016085686,1,41.415,
2021-09-13,41.30984375,149.17000000000002,0.011524224847560223,0.042982706189173506,6148.9681,40.83870859375,68.53,41.22121136957833,0.0002881457812507441,32,41.358049609554435,40.851795634920634
2021-09-14,40.26204545454545,127.24,0.002715677273592676,0.01977199167089579,5148.0779,40.15266818181818,-122.86,40.459587393901295,0.0001553913208966975,22,40.06936073059361,40.46642143142743
