day,price,size,premium,premium*size,price*size,average,adjusted_size,weighted_price,weighted_average_premium,count,WAP_buy,WAP_sell
2021-05-06,39.10583333333333,3183.8999999999996,0.007790035820000448,2.824530329782298,125203.0411,38.803104166666664,1.900000000000091,39.323798203461166,0.0008871290963228426,12,39.04609354008412,39.60183450659962
2021-05-07,39.41,1.9000000000000001,0.001081117729604801,0.0002560038276276025,74.8293,39.36770227272727,-1.9000000000000001,39.383842105263156,0.00013473885664610656,11,,39.383842105263156
2021-05-10,40.02916666666667,21.99,-0.0007095193336501641,-0.0004974424424836619,873.5780999999998,40.05755,21.35,39.72615279672578,-2.262130252313151e-05,12,39.722404245500684,39.98
2021-05-11,39.55444444444444,11.62,0.001285670358177751,0.00029807813676300285,457.37030000000004,39.50367083333333,9.58,39.36061101549054,2.5652163232616427e-05,18,39.32384905660378,39.74264705882352
2021-05-12,39.600625,16.36,-0.0006761813197279365,-0.004528219962262411,643.5521,39.6273296875,-8.46,39.33692542787286,-0.00027678606126298357,16,39.711189873417716,39.217800161160355
2021-05-13,39.91090909090909,6.32,-0.0002569483557215323,0.0009581072216359585,251.56589999999997,39.921220454545455,3.9,39.80473101265822,0.00015159924392974027,11,39.810195694716235,39.781652892561986
2021-05-14,40.12071428571429,3.9000000000000004,0.0005410882246321849,0.0002455989305080564,156.4433,40.09903928571429,3.06,40.11366666666666,6.297408474565548e-05,14,40.11528735632184,40.10023809523809
2021-05-15,40.075,33.300000000000004,-0.0025375246254383255,-0.030644654459833897,1332.9676000000002,40.176950000000005,-8.48,40.02905705705706,-0.0009202598936887055,4,40.279967767929094,39.88
2021-05-17,40.1978947368421,33.269999999999996,0.0001398164021218711,0.0007452247174944245,1337.8505,40.19229605263158,0.5900000000000005,40.211917643522696,2.2399300195203626e-05,19,40.23956290608386,40.18327417380661
2021-05-18,40.098,4.65,0.00036621872303784777,0.00028809803187845287,186.48790000000002,40.08338,2.49,40.1049247311828,6.19565659953662e-05,10,40.09271708683474,40.14527777777778
2021-05-19,39.765454545454546,7.26,0.0006745516808391558,0.0002755358575771763,288.7449,39.738634090909095,-1.64,39.772024793388425,3.795259746242098e-05,11,39.83078291814947,39.734921348314614
2021-05-20,40.053999999999995,2.79,-0.000965492235344012,-0.0006138837755120115,112.0965,40.0926,2.35,40.17795698924731,-0.0002200300270652371,5,40.17435797665371,40.22
2021-05-21,40.2075,2.9499999999999997,0.0004784506767452068,0.0008673782846210662,118.79050000000002,40.188256249999995,2.9499999999999997,40.267966101694924,0.0002940265371596835,4,40.267966101694924,
2021-05-22,39.77,2.47,-0.0029457850203697955,-0.0072760890003133955,98.23190000000001,39.8875,-2.47,39.77,-0.0029457850203697955,1,,39.77
2021-05-23,39.85153846153847,7.19,-0.0009015741388039075,-0.0004389750018080166,286.5635,39.8875,-2.01,39.855841446453404,-6.105354684395224e-05,13,40.01702702702702,39.76508695652174
