day,price,size,premium,premium*size,price*size,average,adjusted_size,weighted_price,weighted_average_premium,count,WAP_buy,WAP_sell
2022-05-14,169.13888888888889,704.01,-0.01082584426639641,-0.8818737937891166,119021.5455,170.99,407.03,169.06229385946222,-0.001252643845668551,9,169.00683683755761,169.26976564078387
2022-05-15,169.14999999999998,11.19,-0.010760863208374882,-0.030103880343880104,1892.7882499999998,170.99,-5.63,169.14997765862375,-0.0026902484668346834,4,169.25,169.11691438763376
2022-05-16,168.32500000000002,6.83,-0.0155857067664776,-0.034919098582763174,1149.94925,170.99,-2.69,168.3673865300146,-0.00511260594183941,3,169.075,168.0596638655462
2022-05-17,170.73333333333335,9.94,-0.0015010624402986839,-0.006254459325106719,1696.4322499999998,170.99,-7.639999999999999,170.66722837022132,-0.0006292212600710985,3,170.79891304347825,170.65
2022-05-19,171.34861111111113,507.75,-0.001121629362112643,0.04600593902779897,87121.90475,171.54122083333334,300.19,171.58425356967012,9.060746238857501e-05,18,171.6291036463104,171.40967190210063
2022-05-20,172.1625,17.3,0.0027510310359925016,0.015526474505602112,2980.9029999999993,171.690175,-17.16,172.30653179190747,0.0008974840754683302,4,171.875,172.3082849680789
2022-05-22,172.45,2.03,-0.00021059640525133982,-0.0004275107026602198,350.07349999999997,172.486325,2.03,172.45,-0.00021059640525133982,1,172.45,
2022-05-23,173.25,1.04,0.0036534293739738377,0.0012873671283270226,180.58950000000002,172.619795,0.74,173.64375,0.0012378530080067525,5,173.84747191011232,172.43500000000003
2022-05-24,173.84375,504.67,0.0015903550170523195,-0.026428958929338373,87696.89225,173.56917708333333,-496.34999999999997,173.7707655497652,-5.236879332898403e-05,12,174.20480769230772,173.76715799884116
2022-05-25,173.035,156.44,0.003645086909430395,0.018365795107481042,27010.911500000002,172.40675000000002,-153.72,172.65987918690874,0.00011739833231578268,5,174.1,172.6472498065515
2022-05-26,172.35833333333335,4.359999999999999,-0.002916576276906039,-0.0018164726299805013,752.7384999999999,172.86250000000004,-4.359999999999999,172.64644495412844,-0.0004166221628395646,3,,172.64644495412847
2022-05-27,173.0625,6.04,0.001095458864549509,-0.0002649471361501915,1044.109,172.87313749999998,-5.5200000000000005,172.86572847682118,-4.3865419892415814e-05,4,173.2153846153846,172.85
2022-05-28,172.875,0.45,0.001361214087117757,0.0006125463392029906,77.79375,172.64,-0.45,172.875,0.001361214087117757,1,,172.875
2022-05-29,173.025,2.16,0.0022300741427248028,0.004816960148285574,373.73400000000004,172.64,2.16,173.025,0.0022300741427248028,1,173.025,
2022-05-30,173.08214285714286,600.14,0.0025610684496226404,0.22058838375479692,103874.74625,172.64000000000001,-399.19999999999993,173.08419077215316,0.0003675615418982186,7,173.00726585050265,173.09965827446115
2022-05-31,172.70909090909092,114.56,0.0014416983002989334,0.014788709939272095,19774.355750000002,172.4603409090909,-31.880000000000003,172.6113455831006,0.00012909139262632765,11,172.99961901306241,172.3921264681781
