Unnamed: 0,id,price,size,side,liquidation,time,datetime,day,price*size,adjusted_size,average,premium,premium*size
2593,1337826516,13.0375,0.3,1,False,2021-06-22T15:53:57.680500+00:00,2021-06-22 15:54:00,2021-06-22,3.91125,0.3,13.03125,0.0004796163069544779,0.00014388489208634335
2594,1337823491,13.0375,20.0,1,False,2021-06-22T15:53:39.261225+00:00,2021-06-22 15:54:00,2021-06-22,260.75,20.0,13.03125,0.0004796163069544779,0.009592326139089558
2595,1336946865,12.655,0.4,1,False,2021-06-22T14:41:56.290855+00:00,2021-06-22 14:42:00,2021-06-22,5.062,0.4,12.674975,-0.0015759399919921258,-0.0006303759967968503
2596,1336883476,12.7825,3.0,1,False,2021-06-22T14:33:59.870428+00:00,2021-06-22 14:34:00,2021-06-22,38.347500000000004,3.0,12.7155,0.005269159686996261,0.015807479060988783
2597,1333022717,11.9975,0.7,-1,False,2021-06-22T08:00:19.642985+00:00,2021-06-22 08:01:00,2021-06-22,8.398249999999999,-0.7,12.7155,-0.056466517242735215,-0.039526562069914645
2598,1330870451,12.22,5.0,-1,True,2021-06-22T00:23:40.054676+00:00,2021-06-22 00:24:00,2021-06-22,61.1,-5.0,12.7155,-0.0389681884314419,-0.19484094215720948
2599,1327248442,12.5625,40.4,1,False,2021-06-21T13:48:23.208185+00:00,2021-06-21 13:49:00,2021-06-21,507.525,40.4,12.49,0.005804643714971913,0.2345076060848653
2600,1317164942,12.7475,8.4,-1,False,2021-06-19T22:12:05.795746+00:00,2021-06-19 22:13:00,2021-06-19,107.07900000000001,-8.4,12.49,0.020616493194555607,0.17317854283426712
2601,1314307860,12.865,0.3,1,False,2021-06-19T02:25:34.931836+00:00,2021-06-19 02:26:00,2021-06-19,3.8594999999999997,0.3,12.49,0.030024019215372233,0.00900720576461167
2602,1312826278,12.73,0.9,-1,False,2021-06-18T18:29:56.024964+00:00,2021-06-18 18:30:00,2021-06-18,11.457,-0.9,12.794799999999999,-0.005064557476474718,-0.004558101728827246
2603,1312330984,13.0425,0.5,1,False,2021-06-18T16:13:17.695002+00:00,2021-06-18 16:14:00,2021-06-18,6.52125,0.5,12.988774999999999,0.0041362638124073925,0.0020681319062036962
2604,1312026893,13.32,0.4,1,False,2021-06-18T15:10:37.502091+00:00,2021-06-18 15:11:00,2021-06-18,5.328,0.4,13.27,0.0037678975131876236,0.0015071590052750496
2605,1311350357,13.5775,0.4,1,False,2021-06-18T12:52:14.743100+00:00,2021-06-18 12:53:00,2021-06-18,5.431000000000001,0.4,13.53,0.0035107169253512094,0.0014042867701404838
2606,1310141610,13.9075,356.8,-1,False,2021-06-18T05:36:13.070544+00:00,2021-06-18 05:37:00,2021-06-18,4962.196000000001,-356.8,13.53,0.027900960827790255,9.955062823355563
2607,1310137407,14.0,357.1,1,False,2021-06-18T05:33:30.231210+00:00,2021-06-18 05:34:00,2021-06-18,4999.400000000001,357.1,13.53,0.03473762010347392,12.404804138950539
2608,1309400615,13.8375,0.7,-1,False,2021-06-18T00:27:55.742517+00:00,2021-06-18 00:28:00,2021-06-18,9.68625,-0.7,13.53,0.022727272727272707,0.015909090909090894
2609,1309239744,14.2,5.4,1,False,2021-06-17T23:16:48.166046+00:00,2021-06-17 23:17:00,2021-06-17,76.68,5.4,14.0325,0.011936575806164251,0.06445750935328697
2610,1309085207,13.8725,0.3,-1,False,2021-06-17T22:09:09.115975+00:00,2021-06-17 22:10:00,2021-06-17,4.16175,-0.3,14.094999999999999,-0.01578573962398,-0.004735721887194
2611,1308931193,13.79,0.7,-1,False,2021-06-17T20:36:39.271445+00:00,2021-06-17 20:37:00,2021-06-17,9.652999999999999,-0.7,13.93,-0.01005025125628145,-0.007035175879397015
2612,1308118227,13.385,0.6,1,False,2021-06-17T17:01:10.923734+00:00,2021-06-17 17:02:00,2021-06-17,8.030999999999999,0.6,13.445475,-0.00449779572681519,-0.002698677436089114
2613,1308012600,13.055,0.9,-1,False,2021-06-17T16:31:01.256001+00:00,2021-06-17 16:32:00,2021-06-17,11.7495,-0.9,13.142574999999999,-0.006663458264457245,-0.005997112438011521
2614,1307843646,13.5825,0.3,1,False,2021-06-17T15:46:15.450400+00:00,2021-06-17 15:47:00,2021-06-17,4.07475,0.3,13.511624999999999,0.005245483056257161,0.0015736449168771481
2615,1307786514,13.58,0.7,-1,False,2021-06-17T15:21:34.462598+00:00,2021-06-17 15:22:00,2021-06-17,9.506,-0.7,13.61875,-0.0028453418999541125,-0.0019917393299678787
2616,1307406123,12.315,4.6,-1,False,2021-06-17T13:03:06.351935+00:00,2021-06-17 13:04:00,2021-06-17,56.648999999999994,-4.6,12.32,-0.00040584415584421496,-0.0018668831168833888
2617,1307406106,12.315,31.2,-1,False,2021-06-17T13:03:05.805302+00:00,2021-06-17 13:04:00,2021-06-17,384.22799999999995,-31.2,12.32,-0.00040584415584421496,-0.012662337662339507
2618,1307406058,12.315,31.2,-1,False,2021-06-17T13:03:05.235288+00:00,2021-06-17 13:04:00,2021-06-17,384.22799999999995,-31.2,12.32,-0.00040584415584421496,-0.012662337662339507
2619,1306883633,12.545,0.6,1,False,2021-06-17T09:29:59.723668+00:00,2021-06-17 09:30:00,2021-06-17,7.526999999999999,0.6,12.32,0.018262987012986898,0.010957792207792139
2620,1305728670,12.86,0.3,1,False,2021-06-17T00:44:47.718995+00:00,2021-06-17 00:45:00,2021-06-17,3.8579999999999997,0.3,12.32,0.043831168831168776,0.013149350649350633
