Date,HIGH,CLOSE,LOW,OPEN,COUNT,VOLUME,average,abs_trade_size,avg_trade_size
2020-01-02,94.9005,94.9005,93.2075,93.75,102920,80718200,94.189625,7602816988.675,73871.13280873494
2020-01-03,94.309825,93.7485,93.225,93.225,99633,75332080,93.62708125,7053122774.8915,70791.0308320687
2020-01-06,95.1845,95.144,93.0,93.0,104160,81313960,94.082125,7650190148.965,73446.52600772849
2020-01-07,95.6945,95.343,94.602165,95.225,98636,82680200,95.21616625,7872491668.78325,79813.5738349411
2020-01-08,95.549995,94.5985,94.32224,94.902,95706,70239320,94.84318375,6661720733.235049,69606.09296423473
2020-01-09,95.891,95.0525,94.79019,95.49450000000002,84377,63499240,95.30704750000001,6051925082.893901,71724.8193570985
2020-01-10,95.347,94.15800000000002,94.0,95.2685,82119,57139180,94.693375,5410701798.9325,65888.54953095508
2020-01-13,94.9,94.565,94.04,94.5655,78771,55716880,94.51762500000001,5266227170.01,66854.89799558213
2020-01-14,94.3555,93.472,92.9275,94.294,97321,68927620,93.76225,6462808738.344999,66407.13451716484
2020-01-15,93.943,93.101,92.7545,93.6125,80355,57931840,93.35275,5408096576.56,67302.55213191464
2020-01-16,94.2795,93.897,93.301,94.1495,71725,53189860,93.90675,4994886885.555,69639.4128345068
2020-01-17,94.332,93.236,92.8625,94.2945,93115,79946800,93.68124999999999,7489516157.499999,80432.9716748107
2020-01-21,94.7135,94.6,93.0,93.25,87934,74155700,93.890875,6962543559.237499,79179.1975713319
2020-01-22,95.125,94.373,94.167,94.8045,83693,64325140,94.617375,6086275893.3075,72721.4449632287
2020-01-23,94.49875,94.229,93.638,94.2555,63432,49692260,94.1553125,4678790269.131249,73760.72438408452
2020-01-24,94.7495,93.082,92.372,94.5685,100541,75323620,93.693,7057295928.66,70193.21399886614
2020-01-27,92.05,91.417,90.767,91.0,94786,70570180,91.30850000000001,6443657280.530001,67981.10776412129
2020-01-28,92.9055,92.6625,91.501,92.025,73642,56160800,92.27350000000001,5182153578.800001,70369.53883381767
2020-01-29,93.7375,92.9,92.751,93.2,66280,42027800,93.14712499999999,3914768740.0749993,59064.102897933
2020-01-30,93.6435,93.534,92.5305,92.9,198651,126548760,93.152,11788270091.52,59341.609614449466
2020-01-31,102.786,100.436,100.1135,102.5735,378588,311345660,101.47725,31594501376.235,83453.52038689816
2020-02-03,102.425,100.21,100.0125,100.53,157552,117981880,100.79437499999999,11891909855.925,75479.269421683
2020-02-04,102.99,102.4835,100.7685,101.494,140852,105786760,101.934,10783267593.84,76557.4332905461
2020-02-05,103.551,101.9935,101.6,103.551,120369,87523480,102.673875,8986374845.085,74656.8871144979
2020-02-06,102.815,102.5115,101.240005,102.051,82483,63659080,102.15437625,6503053610.04885,78841.1382957561
2020-02-07,104.92650000000002,103.964,101.905,102.0995,135486,101906940,103.22375000000001,10519216497.825,77640.61598855232
2020-02-10,106.78,106.6955,104.248,104.25050000000002,135565,101124700,105.4935,10667998539.449999,78692.86718142587
2020-02-11,109.2975,107.54000000000002,106.8,107.54500000000002,153041,114920220,107.79562500000002,12387896940.037502,80944.95553503638
2020-02-12,109.01247,108.0,107.7645,108.16,98748,66685280,108.2342425,7217630766.700399,73091.4121470855
2020-02-13,108.514,107.4935,107.1,107.2495,85944,60635820,107.58924999999999,6523762396.934999,75907.13018866935
2020-02-14,107.95176,106.7435,106.2945,107.784,74726,52123380,107.19344,5587284406.6272,74770.28620061558
2020-02-18,108.3035,107.7835,106.20525,106.251,87103,59021400,107.13581250000001,6323305643.887501,72595.72740189776
2020-02-19,109.255,108.511,108.056,108.39,76926,51223300,108.553,5560442884.9,72283.01074929153
2020-02-20,108.8395,107.655,106.3725,108.6535,88218,62626840,107.88012499999999,6756191327.554999,76585.17907405518
2020-02-21,107.22750000000002,104.7985,104.4,107.10750000000002,131587,93014800,105.883375,9848720948.95,74845.6986552623
2020-02-24,101.96475,100.4645,99.39871,100.159,227279,130939940,100.49674,13159037105.7956,57898.16527613902
2020-02-25,101.73,98.637,97.921,101.321,205344,124381880,99.90225,12426029671.23,60513.234724316266
2020-02-26,100.7335,98.9795,98.0225,98.514,166985,104808040,99.062375,10382533361.495,62176.44316252958
2020-02-27,98.75,94.215,94.138105,96.719,255921,162879860,95.95552624999999,15629222681.826324,61070.49707459069
2020-02-28,94.488,94.1875,90.55645,90.7315,310386,189875940,92.49086249999999,17561789458.598248,56580.48191154964
2020-03-02,97.7255,97.6975,93.5,95.3245,200859,135233020,96.061875,12990737463.1125,64675.9043065658
2020-03-03,99.8165,95.4495,94.404505,98.7685,217758,150689820,97.10975125,14633450936.107275,67200.52046816776
2020-03-04,98.9,98.7915,96.1,97.3285,133029,95458380,97.77999999999999,9333920396.4,70164.55356651556
2020-03-05,98.036,96.2015,95.5,96.65,137422,94964200,96.59687500000001,9173244956.875002,66752.37557941962
2020-03-06,95.5435,95.0545,93.475,93.75,160142,105471600,94.45575000000001,9962399081.7,62209.783078143155
2020-03-09,93.1385,90.0305,88.064505,88.693,241612,156264640,89.98162625,14060946432.5708,58196.39104254259
2020-03-10,94.7135,94.591,90.9085,93.544,194021,142666200,93.43925,13330622728.35,68707.11277825596
2020-03-11,93.56597,91.043,90.075,92.8925,172917,112936620,91.8941175,10378211028.33285,60018.45410418206
2020-03-12,88.25,83.8305,83.75,86.099,355932,226924280,85.48237499999999,19398026399.565,54499.24816977681
2020-03-13,89.3155,89.25,84.031,87.75,273400,176194500,87.586625,15432281598.5625,56445.7995558248
2020-03-16,87.97259500000001,84.45750000000001,81.30159,82.0755,268234,178345300,83.95179625,14972408287.745125,55818.45809161077
2020-03-17,92.88875000000002,90.392,84.46201,88.77350000000001,332372,218342580,89.12906500000001,19460670005.087704,58550.87072643816
2020-03-18,92.083,91.5,87.25,87.5,295614,192904360,89.58324999999999,17280999507.969997,58457.98747004539
2020-03-19,97.25,94.0465,91.6325,93.0,298125,207998860,93.98225,19548200860.234997,65570.48506577777
2020-03-20,97.85,92.3045,91.0365,96.3155,277841,196357000,94.376625,18531510955.125,66698.25891472101
2020-03-23,95.97,95.1415,90.6,91.3875,238476,156169780,93.27475,14566697187.055,61082.44513936413
2020-03-24,97.75,97.005,95.017015,97.57475,219520,142941600,96.83669125,13841991585.981,63055.71968832453
2020-03-25,97.513,94.292,94.289,96.0345,229012,129581460,95.53212500000001,12379192234.4025,54054.775445839085
2020-03-26,97.8245,97.7745,94.4645,95.1,182616,124702360,96.290875,12007699358.965,65753.8187177739
2020-03-27,96.9895,95.005,94.996,96.543,166886,107757940,95.883375,10332194970.2475,61911.6940321387
2020-03-30,98.6815,98.1975,95.617,96.1415,170631,122521740,97.159375,11904135682.3125,69765.37488681717
2020-03-31,99.651,97.486,97.2005,98.2175,155507,102472520,98.13874999999999,10056525022.15,64669.27548052499
2020-04-01,97.248,95.385,94.65,96.6485,141417,82437500,95.982875,7912588257.812501,55952.171647061536
2020-04-02,96.37629,95.9415,94.5,95.082,123267,86719700,95.4749475,8279558804.71575,67167.68319757721
2020-04-03,96.3165,95.3295,94.4575,95.5575,113599,72197400,95.41525,6888732970.35,60640.788830447455
2020-04-06,99.926,99.8795,96.501,96.8,160253,115463620,98.276625,11347374883.8825,70809.12609363007
2020-04-07,101.786,100.58,99.881,100.8555,158531,102279660,100.775625,10307296661.2875,65017.54648168182
2020-04-08,102.2,102.15,100.5575,101.05,127192,79546260,101.489375,8073100210.987499,63471.76088895134
2020-04-09,102.65,102.138,100.883,102.215,143709,93112340,101.97149999999999,9494804978.31,66069.66145690248
2020-04-13,109.0,108.4435,101.9,102.0,216597,134334180,105.33587499999999,14150208392.707499,65329.66011859582
2020-04-14,114.6,114.166,109.3105,110.0235,259253,161743860,112.02499999999999,18119355916.5,69890.6316088917
2020-04-15,116.66845,115.384,112.25,112.884,229327,137331340,114.29661250000001,15696506952.08575,68445.96123476847
2020-04-16,123.049905,120.4095,116.75,117.3,381632,240764020,119.37735124999999,28741770983.902023,75312.79081393075
2020-04-17,120.0,118.75,115.801,118.6165,277960,158600200,118.291875,18761115033.375,67495.73691673263
2020-04-20,122.249,119.6805,119.3025,119.4975,204633,115413880,120.182375,13870714206.365,67783.36928239824
2020-04-21,121.41549500000002,116.406,113.983,120.8305,272679,149533580,118.15874875000002,17668700708.908028,64796.70494943882
2020-04-22,119.7,118.1745,117.55,118.45,140737,84365900,118.468625,9994712169.8875,71016.94771017927
2020-04-23,121.211,119.9725,119.104,119.999,168217,101331040,120.07162499999998,12166982635.739998,72329.09061355272
2020-04-24,121.02166,120.511,119.1,120.85,137508,76635940,120.370665,9224719060.7001,67084.96277089405
2020-04-27,122.244,118.8,118.15,122.16,204761,112912900,120.3385,13587769016.65,66359.16515669487
2020-04-28,118.675,115.704,115.3,118.605,203377,105388920,117.071,12337986253.32,60665.59273329826
2020-04-29,119.5945,118.6355,115.5,116.50050000000002,175822,91831860,117.557625,10795535360.9325,61400.36719484763
2020-04-30,123.75,123.7,119.8005,120.99200000000002,348363,190692220,122.060625,23276011555.8375,66815.3953084498
2020-05-01,118.122,114.302,112.909505,116.84000000000002,410570,195452100,115.54337625000001,22583195529.152626,55004.49504141224
2020-05-04,116.349,115.7995,112.81900000000002,112.81900000000002,168283,97318520,114.44662500000001,11137776163.995,66184.7968243673
2020-05-05,117.55,115.89,115.35625500000002,117.0,128160,64849920,116.44906375000001,7551712468.262401,58924.09853513109
2020-05-06,117.8725,117.56300000000002,116.0,116.472,114423,62356280,116.976875,7294242771.025001,63748.04690512398
2020-05-07,118.8,118.3805,117.15550000000002,118.73900000000002,113393,67928220,118.26875000000001,8033785669.125001,70849.04420136164
2020-05-08,119.36224500000002,118.9805,117.85,118.607,111015,64224560,118.69993625000001,7623451177.6843,68670.46054753232
2020-05-11,120.98325,120.45,118.6055,118.735,121012,65184620,119.6934375,7802171239.931251,64474.35989762379
2020-05-12,120.949995,117.8475,117.75,120.5925,122749,61498320,119.28499875,7335827024.3271,59762.8251499165
2020-05-13,120.385,118.39600000000002,116.89025,118.34000000000002,173568,95658380,118.5028125,11335787069.19375,65310.35138501193
2020-05-14,119.5685,119.4425,117.6605,118.0505,122971,72962560,118.6805,8659233102.08,70416.87147441266
2020-05-15,120.55,120.48900000000002,117.8185,118.426,136695,84699020,119.320875,10106361178.0425,73933.65652030066
2020-05-18,121.65,121.31300000000002,119.20050000000002,120.21728000000002,159846,87331440,120.59519500000002,10531752036.430801,65886.86633654142
2020-05-19,124.24975,122.4665,121.4485,121.4915,163875,86409960,122.4140625,10577794244.0625,64547.94351830664
2020-05-20,125.00050000000002,124.897,123.3635,123.8935,140232,79962860,124.288625,9938473920.467499,70871.65497509483
